Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response,f1_score,edit_distance,cosine_similarity
0,17,"what is the location of exgen renewables holdings, llc","il 60603, 49th floorchicago, 10 south dearborn street",1,0,0,"10 South Dearborn Street, 49th FloorChicago, IL 60603",1.0,0.0980392156862745,1.0000000000000002
1,17,"what is the location of exgen renewables iv, llc","md 21231, 1310 point street, 12th floorbaltimore",1,0,0,"10 South Dearborn Street, 49th FloorChicago, IL 60603",0.13333333333333333,0.3921568627450981,0.07244081925041987
2,17,"what is the location of exgen renewables iv holding, llc","il 60603, 49th floorchicago, 10 south dearborn street",1,0,0,Delaware,0.0,0.0980392156862745,0.0
3,17,"what is the location of exelon generation company, llc","dc 20068, 701 ninth street nw, 9th floorwashington",1,0,0,"Baltimore, MD 21231",0.0,0.10416666666666663,0.0
4,17,"what is the location of morgan stanley senior funding, inc.","md 21231, 1300 thames street, 4th floorthames street wharfbaltimore",1,0,0,"1300 Thames Street, 4th Floor, Thames Street Wharf, Baltimore, MD 21231",0.7058823529411765,0.7014925373134329,0.6563149885851901
5,17,what is the location of simpson thacher bartlett llp,"new york, 425 lexington avenue",1,0,0,"425 Lexington Avenue, New York, New York 10017",0.9090909090909091,0.25,0.8690680730031765
6,17,"what is the location of wilmington trust, national association",1100 north market streetwilmington delaware 19890,1,0,0,Wilmington Delaware,0.25,0.3877551020408163,0.1757860783933462
7,17,which company is associated with 1100 north market streetwilmington delaware 19890,"wilmington trust, national association",1,0,0,"WILMINGTON TRUST, NATIONAL ASSOCIATION",1.0,1.0,1.0
8,17,"which company is associated with 1300 thames street, 4th floorthames street wharfbaltimore, md 21231","inc., morgan stanley senior funding",1,0,0,"Morgan Stanley Senior Funding, Inc.",1.0,0.7575757575757576,1.0000000000000002
9,17,"which company is associated with 1310 point street, 12th floorbaltimore, md 21231","llc, exgen renewables iv",1,0,0,"Exelon Generation Company, LLC",0.25,0.2068965517241379,0.14438355527738672
10,17,"which company is associated with 425 lexington avenue, new york, new york 10017",simpson thacher bartlett llp,1,0,0,Simpson Thacher & Bartlett LLP,0.888888888888889,0.9333333333333333,1.0
11,17,"which company is associated with 701 ninth street nw, 9th floorwashington, dc 20068","llc, exelon generation company",1,0,0,"Exelon Generation Company, LLC",1.0,0.7241379310344828,1.0
12,17,"what type of location is 10 south dearborn street, 49th floorchicago, il 60603",chief executive office,1,0,0,chief executive office or sole place of business or principal residence,0.4615384615384615,0.3098591549295775,0.3631100119331374
13,17,"what is the role of exgen renewables iv, llc in the agreement",borrower,1,0,0,as Borrower,0.6666666666666666,0.7272727272727273,0.5797386715376658
14,17,"what is the role of constellation dco albany power holdings, llc in the agreement",grantor,1,0,0,"owns, directly or indirectly, all (or a specified class of) the Equity Interests of each of the other Project Entities, which collectively own or lease the Projects",0.0,0.037267080745341574,0.0
15,17,"what is the role of exgen renewables iv holding, llc in the agreement",holding,1,0,0,as Holding,0.6666666666666666,0.7,0.5797386715376658
16,17,"what is the role of exelon avsr holding, llc in the agreement",grantor,1,0,0,"Exelon AVSR Holding, LLC owns all of the Equity Interests in the AVSR Entities and listed under the heading “AV Solar Project” in Schedule 1.01D.",0.0,0.04929577464788737,0.0
17,17,"what is the role of solgen holding, llc in the agreement",grantor,1,0,0,"SolGen Holding, LLC is a limited liability company organized under the laws of Delaware. It owns all of the Equity Interests in SolGen, LLC.",0.0,0.05147058823529416,0.0
18,17,"what is the role of wilmington trust, national association in the agreement","national associationagent, collateralwilmington trust",1,0,0,as Depositary Bank and Collateral Agent,0.0,0.34615384615384615,0.0
19,17,what company is the borrower in the agreement,"llc, exgen renewables iv",1,0,0,"EXGEN RENEWABLES IV, LLC",1.0,0.6521739130434783,1.0
