Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,f1_score,edit_distance,cosine_similarity
58,60,"what is the role and subrole that bank of montreal and fifth third bank, national association share in the agreement that is not held by jpmorgan chase bank, n.a.",documentation agent,1,3,0,Senior Managing Agent,0.4,0.47619047619047616,0.26055567105626243
59,60,"what is the role and subrole that bank of montreal and fifth third bank, national association share in the agreement that is not held by mufg bank, ltd.",documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
60,60,"what is the role and subrole that bank of montreal and fifth third bank, national association share in the agreement that is not held by pnc capital markets llc",documentation agent,1,3,0,Senior Managing Agent,0.4,0.47619047619047616,0.26055567105626243
61,60,"what is the role and subrole that bank of montreal and fifth third bank, national association share in the agreement that is not held by wells fargo securities llc",documentation agent,1,3,0,"Documentation Agent
Senior Managing Agent",0.6666666666666666,0.46341463414634143,0.709052873585664
62,60,"what is the role and subrole that bank of montreal and goldman sachs bank usa share in the agreement that is not held by jpmorgan chase bank, n.a.",documentation agent,1,3,0,Senior Managing Agent,0.4,0.47619047619047616,0.26055567105626243
63,60,"what is the role and subrole that bank of montreal and goldman sachs bank usa share in the agreement that is not held by mufg bank, ltd.",documentation agent,1,3,0,Documentation Agent and Senior Managing Agent,0.5714285714285715,0.4222222222222223,0.6417645565491049
64,60,what is the role and subrole that bank of montreal and goldman sachs bank usa share in the agreement that is not held by pnc capital markets llc,documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
65,60,what is the role and subrole that bank of montreal and goldman sachs bank usa share in the agreement that is not held by wells fargo securities llc,documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
66,60,"what is the role and subrole that bank of montreal and pnc bank, national association share in the agreement that is not held by pnc capital markets llc",documentation agent,1,3,0,Documentation Agents,0.5,0.95,0.33609692727625756
67,60,"what is the role and subrole that bank of montreal and pnc bank, national association share in the agreement that is not held by wells fargo securities llc",documentation agent,1,3,0,Documentation Agents,0.5,0.95,0.33609692727625756
68,60,"what is the role and subrole that bank of montreal and td bank, n.a. share in the agreement that is not held by wells fargo securities llc",documentation agent,1,3,0,Documentation Agents,0.5,0.95,0.33609692727625756
69,60,what is the role and subrole that bank of montreal and u.s. bank national association share in the agreement that is not held by wells fargo securities llc,documentation agent,1,3,0,Documentation Agents,0.5,0.95,0.33609692727625756
70,60,"what is the role and subrole that bank of montreal and wells fargo bank, national association share in the agreement that is not held by wells fargo securities llc",documentation agent,1,3,0,Documentation Agents,0.5,0.95,0.33609692727625756
71,60,"what is the role and subrole that u.s. bank national association and wells fargo bank, national association share in the agreement that is not held by wells fargo securities llc",documentation agent,1,3,0,Documentation Agents,0.5,0.95,0.33609692727625756
76,60,"what company is the documentation agent in the agreement, shared by bank of montreal and u.s. bank national association but not held by wells fargo securities llc",bank of montreal,1,3,0,"The documentation agents in the agreement shared by Bank of Montreal and U.S. Bank National Association, but not held by Wells Fargo Securities LLC, are:

1. Bank of Montreal
2. U.S. Bank National Association",0.2222222222222222,0.08040201005025127,0.4837534992766438
80,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or citibank, n.a.",documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
81,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or jpmorgan chase bank, n.a.",documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
82,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or mufg bank, ltd.",documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
83,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or pnc capital markets llc",documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
84,60,"what is the role and subrole that bank of montreal holds in the agreement that is not held by bofa securities, inc. or wells fargo securities llc",documentation agent,1,3,0,Documentation Agent,1.0,1.0,1.0000000000000002
