document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension
102,"Who is both the Chief Financial Officer and President of the company associated with 1048 Industrial Court, Suite E Suwanee, GA 30024?",Jeffry R. Keyes,3,1,0.0
117,What is the position held by Chris Burns and Dawn Mace Moore but not by Michael Snook?,Senior Vice President,1,3,0.0
103,What is the position held by Scott Huckins and Stephen Sernett but not by Stuart Brown?,Director,1,3,0.0
28,"Who is both the CEO and Managing Member of the company associated with Cayman Corporate Centre, 27 Hospital Road,George Town, Grand Cayman KY1-9008?",Pedro Gonzalez de Cosio,3,1,0.0
28,"Who is both the CEO and Managing Member of the company associated with 110 East 59th Street, %233300 %09New York, NY 10022?",Pedro Gonzalez de Cosio,3,1,0.0
28,"Who is both the CEO and Managing Member of the company associated with 110 East 59th Street, %233300New York, NY 10022?",Pedro Gonzalez de Cosio,3,1,0.0
100,What is the position held by Mark Strzynski and Min Park but not by Dan Johnston?,Vice President,1,3,0.0
100,"Who is both the Chief Legal and Administrative Officer and Vice President of the company associated with 590 E. Middlefield RoadMountain View, CA 94043-4008?",Dan Johnston,3,1,0.0
128,What is the position held by Gill Skala and Leni Preciado but not by Mario De Luca?,Director,1,3,0.0
128,Who is both the Director and Market Manager of the company where Gill Skala is employed?,Leni Preciado,3,1,0.0
128,Who is both the Director and Market Manager of the company where Mario De Luca is employed?,Leni Preciado,3,1,0.0
11,What is the position held by Carolyn Kee and John J. Tus but not by Virginia Cosenza?,Vice President,1,3,0.0
11,Who is both the Treasurer and Vice President of the company where Carolyn Kee is employed?,John J. Tus,3,1,0.0
11,Who is both the Treasurer and Vice President of the company where Virginia Cosenza is employed?,John J. Tus,3,1,0.0
11,"What is the address of the loan and agency services group, office of the company which is both the Initial Lender and Administrative Agent in the agreement?","Floor 3, Ops 2500 Stanton Christiana Rd.Newark, DE 19713",3,1,0.0
110,What is the position held by Alan Dawson and Alia Qaddumi but not by Brendan Heneghan?,Director,1,3,0.0
110,What is the position held by Alan Dawson and Alia Qaddumi but not by David L. Berger?,Director,1,3,0.0
110,What is the position held by Alan Dawson and Alia Qaddumi but not by Kenneth Chin?,Director,1,3,0.0
110,What is the position held by Alan Dawson and Alia Qaddumi but not by Sydney G. Dennis?,Director,1,3,0.0
110,What is the position held by Alan Dawson and Brendan Heneghan but not by David L. Berger?,Director,1,3,0.0
110,What is the position held by Alan Dawson and Brendan Heneghan but not by Kenneth Chin?,Director,1,3,0.0
110,What is the position held by Alan Dawson and Brendan Heneghan but not by Sydney G. Dennis?,Director,1,3,0.0
110,What is the position held by Alan Dawson and David L. Berger but not by Kenneth Chin?,Director,1,3,0.0
110,What is the position held by Alan Dawson and David L. Berger but not by Sydney G. Dennis?,Director,1,3,0.0
110,What is the position held by Alan Dawson and Kenneth Chin but not by Sydney G. Dennis?,Director,1,3,0.0
110,What is the position held by Alia Qaddumi and Brendan Heneghan but not by David L. Berger?,Director,1,3,0.0
110,What is the position held by Alia Qaddumi and Brendan Heneghan but not by Kenneth Chin?,Director,1,3,0.0
110,What is the position held by Alia Qaddumi and Brendan Heneghan but not by Sydney G. Dennis?,Director,1,3,0.0
