question,answer
What vectors transmit a pathogen which causes a disease which is treated by rifampin but not levofloxacin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by rifampin but not trimethoprim?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by rifampin but not metronidazole?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by rifampin but not moxifloxacin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by rifampin but not vancomycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by rifampin but not ceftriaxone?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by rifampin but not fidaxomicin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by rifampin but not aminoglycoside?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by rifampin but not clarithromycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by rifampin but not azithromycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by rifampin but not ciprofloxacin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by rifampin but not erythromycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by levofloxacin but not rifampin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by levofloxacin but not trimethoprim?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by levofloxacin but not metronidazole?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by levofloxacin but not moxifloxacin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by levofloxacin but not vancomycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by levofloxacin but not gentamicin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by levofloxacin but not ceftriaxone?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by levofloxacin but not doxycycline?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by levofloxacin but not fidaxomicin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by levofloxacin but not aminoglycoside?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by levofloxacin but not clarithromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by levofloxacin but not erythromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by trimethoprim but not rifampin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by trimethoprim but not metronidazole?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by trimethoprim but not moxifloxacin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by trimethoprim but not vancomycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by trimethoprim but not gentamicin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by trimethoprim but not doxycycline?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by trimethoprim but not fidaxomicin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by trimethoprim but not aminoglycoside?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by trimethoprim but not clarithromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by trimethoprim but not erythromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by metronidazole but not rifampin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by metronidazole but not levofloxacin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by metronidazole but not trimethoprim?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by metronidazole but not moxifloxacin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by metronidazole but not gentamicin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by metronidazole but not ceftriaxone?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by metronidazole but not doxycycline?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by metronidazole but not aminoglycoside?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by metronidazole but not clarithromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by metronidazole but not azithromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by metronidazole but not ciprofloxacin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by metronidazole but not erythromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by moxifloxacin but not rifampin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by moxifloxacin but not metronidazole?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by moxifloxacin but not vancomycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by moxifloxacin but not gentamicin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by moxifloxacin but not doxycycline?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by moxifloxacin but not fidaxomicin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by moxifloxacin but not aminoglycoside?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by moxifloxacin but not clarithromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by moxifloxacin but not erythromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by vancomycin but not rifampin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by vancomycin but not levofloxacin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by vancomycin but not trimethoprim?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by vancomycin but not moxifloxacin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by vancomycin but not gentamicin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by vancomycin but not ceftriaxone?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by vancomycin but not doxycycline?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by vancomycin but not aminoglycoside?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by vancomycin but not clarithromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by vancomycin but not azithromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by vancomycin but not ciprofloxacin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by vancomycin but not erythromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by gentamicin but not levofloxacin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by gentamicin but not trimethoprim?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by gentamicin but not metronidazole?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by gentamicin but not moxifloxacin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by gentamicin but not vancomycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by gentamicin but not ceftriaxone?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by gentamicin but not fidaxomicin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by gentamicin but not aminoglycoside?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by gentamicin but not clarithromycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by gentamicin but not azithromycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by gentamicin but not ciprofloxacin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by gentamicin but not erythromycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not rifampin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not levofloxacin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not trimethoprim?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not metronidazole?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not moxifloxacin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not vancomycin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not gentamicin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not doxycycline?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not fidaxomicin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not aminoglycoside?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not clarithromycin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not azithromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not ciprofloxacin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by ceftriaxone but not erythromycin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not rifampin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not levofloxacin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not trimethoprim?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not metronidazole?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not moxifloxacin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not vancomycin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not gentamicin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not ceftriaxone?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not fidaxomicin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not aminoglycoside?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not clarithromycin?,"body louse,cat flea,contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not azithromycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not ciprofloxacin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by doxycycline but not erythromycin?,"body louse,cat flea"
What vectors transmit a pathogen which causes a disease which is treated by fidaxomicin but not rifampin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by fidaxomicin but not levofloxacin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by fidaxomicin but not trimethoprim?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by fidaxomicin but not moxifloxacin?,"contaminated food or water,fecal-oral exposure"
What vectors transmit a pathogen which causes a disease which is treated by fidaxomicin but not gentamicin?,"contaminated food or water,fecal-oral exposure"
