Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
981,60,"who is the senior vice president and treasurer of leidos holdings, inc.",marc h. crown,2,1,0,Marc H. Crown
982,60,who is the assistant vice president of the company where harry yergey is employed,caroline smith,3,0,0,Caroline Smith
983,60,who is the assistant vice president of the company where michael maguire is employed,caroline smith,3,0,0,Not found
984,60,who is the assistant vice president of the company where patrick hartweger is employed,caroline smith,3,0,0,Not found
985,60,who is the executive director of the company which is the documentation agents in the agreement,anthony galea,3,0,0,Anthony Galea
986,60,who is the executive director of the company which is the managing agents in the agreement,anthony galea,3,0,0,Not found
987,60,who is the senior vice president of the company which is the holdings in the agreement,marc h. crown,3,0,0,Marc H. Crown
988,60,who is the treasurer of the company which is the holdings in the agreement,marc h. crown,3,0,0,Marc H. Crown
989,60,who is the assistant vice president of the company which is the documentation agents in the agreement,stephanie herndon,3,0,0,Not found
990,60,who is the assistant vice president of the company which is the managing agents in the agreement,stephanie herndon,3,0,0,Stephanie Herndon
991,60,"what role does bank of montreal have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,0,Documentation Agent
992,60,"what role does bofa securities, inc. have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,0,Joint Lead Arranger and Joint Bookrunner
993,60,"what role does citibank, n.a. have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,0,Administrative Agent
994,60,"what role does jpmorgan chase bank, n.a. have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,0,Documentation Agent
995,60,"what role does mufg bank, ltd. have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,0,Syndication Agent
996,60,"what role does u.s. bank national association have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,0,Documentation Agent
997,60,"what role does wells fargo securities llc have in the agreement which is not the role of mizuho bank, ltd.",bookrunners,2,1,0,Joint Lead Arranger and Joint Bookrunner
998,60,what company is the lead arrangers but not the bookrunners in the agreement,"ltd., mizuho bank",2,1,0,Not found
1149,66,"who is the director and svp of bank of america, n.a.",ronnie glenn,2,1,0,Sebastian Lurie
1150,66,"who is the cfo and treasurer of icu medical, inc.",brian m. bonnell,2,1,0,Brian M. Bonnell
1151,66,"who is the cfo and treasurer of exc holding corp.tangent medical technologies, inc.excelsior medical corporationicu world, inc.",brian m. bonnell,2,1,0,Brian M. Bonnell
1152,66,who is the svp of the company which is the issuing lender in the agreement,ronnie glenn,3,0,0,Not found
1153,66,who is the svp of the company which is the swingline lender in the agreement,ronnie glenn,3,0,0,Not found
1154,66,who is the svp of the company which is the term loan a lender in the agreement,ronnie glenn,3,0,0,Not found
1155,66,who is the duly authorized signatory of the company which is the issuing lender in the agreement,karen m. dahlquist,3,0,0,Not found
1156,66,who is the duly authorized signatory of the company which is the swingline lender in the agreement,karen m. dahlquist,3,0,0,Not found
1157,66,who is the duly authorized signatory of the company which is the term loan a lender in the agreement,karen m. dahlquist,3,0,0,Not found
1158,66,who is the authorized signer of the company which is the issuing lender in the agreement,james riley,3,0,0,Not found
1159,66,who is the authorized signer of the company which is the swingline lender in the agreement,james riley,3,0,0,Not found
1160,66,who is the authorized signer of the company which is the term loan a lender in the agreement,james riley,3,0,0,Not found
1161,66,who is the authorized signer of the company which is the revolver in the agreement,james riley,3,0,0,Not found
1162,66,who is the cfo of the company which is the borrower in the agreement,brian m. bonnell,3,0,0,Not found
1163,66,who is the treasurer of the company which is the borrower in the agreement,brian m. bonnell,3,0,0,Not found
1164,66,who is the authorized officer of the company which is the issuing lender in the agreement,erik barragan,3,0,0,Erik Barragan
1165,66,who is the authorized officer of the company which is the swingline lender in the agreement,erik barragan,3,0,0,Not found
1166,66,who is the authorized officer of the company which is the term loan a lender in the agreement,erik barragan,3,0,0,James Riley
1167,66,"what role does bnp paribas securities corp. have in the agreement which is not the role of keybanc capital markets, inc.",syndication agents,2,1,0,Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility
1168,66,"what role does bnp paribas securities corp. have in the agreement which is not the role of wells fargo securities, llc",syndication agents,2,1,0,Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility
1169,66,"what role does bank of the west have in the agreement which is not the role of keybanc capital markets, inc.",syndication agents,2,1,0,Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility
1170,66,"what role does bank of the west have in the agreement which is not the role of wells fargo securities, llc",syndication agents,2,1,0,Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility
1171,66,"what role does barclays bank plc have in the agreement which is not the role of keybanc capital markets, inc.",syndication agents,2,1,0,"Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility, Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility"
1172,66,"what role does barclays bank plc have in the agreement which is not the role of wells fargo securities, llc",syndication agents,2,1,0,Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility
1173,66,"what role does bofa securities, inc. have in the agreement which is not the role of keybanc capital markets, inc.",syndication agents,2,1,0,Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility
1174,66,"what role does bofa securities, inc. have in the agreement which is not the role of wells fargo securities, llc",syndication agents,2,1,0,Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility
1175,66,"what role does citigroup global markets inc. have in the agreement which is not the role of keybanc capital markets, inc.",syndication agents,2,1,0,"Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility, Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility"
1176,66,"what role does citigroup global markets inc. have in the agreement which is not the role of wells fargo securities, llc",syndication agents,2,1,0,Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility
1177,66,"what role does u.s. bank national association have in the agreement which is not the role of wells fargo securities, llc",syndication agents,2,1,0,"Joint Lead Arrangers and Joint Bookrunners for the Tranche A Term Facility and the Revolving Facility, Joint Lead Arrangers and Joint Bookrunners for the Tranche B Term Facility"
1178,66,"what role does citibank n.a. have in the agreement which is not the role of mufg bank, ltd.",revolver,2,1,0,Not found
1179,66,"what role does citibank n.a. have in the agreement which is not the role of wells fargo bank, national association",revolver,2,1,0,Not found
1180,66,what company is the syndication agents but not the lead arrangers in the agreement,keybanc capital markets,2,1,0,Not found
1181,66,what company is the syndication agents but not the bookrunners in the agreement,keybanc capital markets,2,1,0,Not found
1213,9,who is the chief financial officer and senior vice president of middletown cogeneration company llc,mark e. newman,2,1,0,Mark E. Newman
1214,9,who is the chief financial officer and treasurer of middletown cogeneration company llc,mark e. newman,2,1,0,Mark E. Newman
1215,9,who is the senior vice president and treasurer of middletown cogeneration company llc,mark e. newman,2,1,0,Not found
1216,9,"who is the chief financial officer and senior vice president of suncoke energy partners, l.p.",mark e. newman,2,1,0,Mark E. Newman
1217,9,"who is the chief financial officer and treasurer of suncoke energy partners, l.p.",mark e. newman,2,1,0,Not found
1218,9,"who is the senior vice president and treasurer of suncoke energy partners, l.p.",mark e. newman,2,1,0,Not found
1219,9,"who is the treasurer of the company associated with 1011 warrenville road suite 600 lisle, il 60532",mark e. newman,3,0,0,Mark E. Newman
1220,9,"who is the chief financial officer of the company associated with 1011 warrenville road suite 600 lisle, il 60532",mark e. newman,3,0,0,Mark E. Newman
1221,9,"who is the treasurer of the company associated with 500 stanton christiana road, ops 2, floor 3 newark, delaware 19713 2107",mark e. newman,3,0,0,Ido Yehuda
1222,9,"who is the chief financial officer of the company associated with 500 stanton christiana road, ops 2, floor 3 newark, delaware 19713 2107",mark e. newman,3,0,0,Ido Yehuda
1223,9,who is the executive director of the company where ido yehuda is employed,peter predun,3,0,0,Peter Predun
1224,9,who is the chief financial officer of the company where eric searls is employed,mark e. newman,3,0,0,Jonathan M. Phillips
1225,9,who is the treasurer of the company where eric searls is employed,mark e. newman,3,0,0,Not found
1226,9,who is the chief financial officer of the company where denise r. cade is employed,mark e. newman,3,0,0,Denise R. Cade
1227,9,who is the treasurer of the company where denise r. cade is employed,mark e. newman,3,0,0,Not found
1228,9,who is the chief financial officer of the company where jonathan m. phillips is employed,mark e. newman,3,0,0,Jonathan M. Phillips
1229,9,who is the treasurer of the company where jonathan m. phillips is employed,mark e. newman,3,0,0,Not found
1230,9,who is the associate of the company which is the swing line lender in the agreement,wei jen yuan,3,0,0,Wei-Jen Yuan
1231,9,who is the vice president of the company which is the swing line lender in the agreement,raymond g. dunning,3,0,0,Raymond G. Dunning
1232,9,who is the chief financial officer of the company which is the borrower in the agreement,mark e. newman,3,0,0,Mark E. Newman
1233,9,who is the treasurer of the company which is the borrower in the agreement,mark e. newman,3,0,0,Mark E. Newman
1234,9,who is the authorised signatory of the company which is the swing line lender in the agreement,brian d. williams,3,0,0,James Disher
1235,9,who is the executive director of the company which is the administrative agent in the agreement,peter predun,3,0,0,Peter Predun
1236,9,who is the executive director of the company which is the co documentation agent in the agreement,peter predun,3,0,0,Ann E. Sutton
1237,9,who is the executive director of the company which is the syndication agent in the agreement,peter predun,3,0,0,Not found
1238,9,who is the executive director of the company which is the swing line lender in the agreement,peter predun,3,0,0,Peter Predun
1239,9,what role does barclays bank plc have in the agreement which is not the role of barclays bank plc,lead arrangers,2,1,0,Lender
1240,9,"what role does barclays bank plc have in the agreement which is not the role of jpmorgan chase bank, n.a.",lead arrangers,2,1,0,"Syndication Agent, Joint Lead Arranger, Joint Bookrunner, Lender"
1241,9,what company is the administrative agent but not the co documentation agent in the agreement,jpmorgan chase bank,2,1,0,"JPMorgan Chase Bank, N.A."
1242,9,what company is the administrative agent but not the syndication agent in the agreement,jpmorgan chase bank,2,1,0,"JPMorgan Chase Bank, N.A."
1244,65,who is the svp of the company which is the revolving lender in the agreement,frank mccormack,3,0,0,Sean McWhinnie
1245,65,who is the svp of the company which is the swingline lender in the agreement,frank mccormack,3,0,0,Sean McWhinnie
1246,65,who is the managing director of the company which is the revolving lender in the agreement,brian d. corum,3,0,0,Not found
1247,65,who is the managing director of the company which is the swingline lender in the agreement,brian d. corum,3,0,0,Not found
1248,65,who is the director of the company which is the administrative agent in the agreement,sean mcwhinnie,3,0,0,Sean McWhinnie
1249,65,who is the director of the company which is the c issuer in the agreement,sean mcwhinnie,3,0,0,Sean McWhinnie
1250,65,who is the director of the company which is the revolving lender in the agreement,sean mcwhinnie,3,0,0,Sean McWhinnie
1251,65,who is the director of the company which is the swingline lender in the agreement,sean mcwhinnie,3,0,0,Sean McWhinnie
1252,65,who is the chief executive officer of the company which is the borrower in the agreement,mario c. kontomerkos,3,0,0,Not found
1561,47,"who is the chief financial officer and treasurer of the company associated with 1040 spring streetsilver spring, maryland 20910",james edgemond,3,0,0,James Edgemond
1562,47,"who is the chief financial officer and treasurer of the company associated with 1735 connecticut avenue, n.w.washington, district of columbia 20009",james edgemond,3,0,0,Not found
1563,47,"who is the managing director of the company associated with 301 south college street, 14th floorcharlotte, nc 28202",kirk tesch,3,0,0,Kirk Tesch
1564,47,"who is the managing director of the company associated with mac d1109 0191525 west w.t. harris blvd.charlotte, nc 28262",kirk tesch,3,0,0,Not found
1565,47,who is the vice president of the company which is the lender in the agreement,samuel coward,3,0,0,Robert LaPorte
1566,47,who is the director of the company which is the bookrunners in the agreement,brian mcnany,3,0,0,Brian McNany
1567,47,who is the director of the company which is the lender in the agreement,brian mcnany,3,0,0,Brian McNany
1568,47,who is the director of the company which is the co syndication agents in the agreement,brian mcnany,3,0,0,Brian McNany
1569,47,who is the chief financial officer and treasurer of the company which is the borrower in the agreement,james edgemond,3,0,0,James Edgemond
1570,47,"who is the managing director of the company which is the administrative agent, in the agreement",kirk tesch,3,0,0,Kirk Tesch
1571,47,who is the managing director of the company which is the lender in the agreement,kirk tesch,3,0,0,Kirk Tesch
1572,47,"what role does merrill lynch, pierce, fenner smith incorporated, have in the agreement which is not the role of the bank of tokyo mitsubishi ufj, ltd.",lead arrangers,2,1,0,Joint Lead Arrangers and Joint Bookrunners
1573,47,"what role does merrill lynch, pierce, fenner smith incorporated, have in the agreement which is not the role of deutsche bank ag new york branch",bookrunners,2,1,0,Joint Lead Arrangers and Joint Bookrunners
1574,47,"what role does pnc capital markets llc, have in the agreement which is not the role of the bank of tokyo mitsubishi ufj, ltd.",lead arrangers,2,1,0,Joint Lead Arrangers and Joint Bookrunners
1575,47,"what role does pnc capital markets llc, have in the agreement which is not the role of deutsche bank ag new york branch",bookrunners,2,1,0,Joint Lead Arrangers and Joint Bookrunners
1576,47,"what role does wells fargo securities, llc, have in the agreement which is not the role of the bank of tokyo mitsubishi ufj, ltd.",lead arrangers,2,1,0,Joint Lead Arrangers and Joint Bookrunners
1577,47,"what role does wells fargo securities, llc, have in the agreement which is not the role of deutsche bank ag new york branch",bookrunners,2,1,0,Joint Lead Arrangers and Joint Bookrunners
1578,47,"what role does pnc bank, national association have in the agreement which is not the role of wells fargo bank, national association",co syndication agents,2,1,0,"Lender, co-Syndication Agent"
1579,47,"what role does the bank of tokyo mitsubishi ufj, ltd. have in the agreement which is not the role of bank of america, n.a.",bookrunners,2,1,0,"Lender, co-Syndication Agent, Joint Lead Arrangers and Joint Bookrunners"
1580,47,"what role does the bank of tokyo mitsubishi ufj, ltd. have in the agreement which is not the role of deutsche bank ag new york branch",bookrunners,2,1,0,"Lender, co-Syndication Agent, Joint Lead Arrangers and Joint Bookrunners"
1581,47,"what role does bank of america, n.a. have in the agreement which is not the role of wells fargo bank, national association",co syndication agents,2,1,0,Lender
1582,47,"what role does wells fargo bank, national association have in the agreement which is not the role of deutsche bank ag new york branch",administrative agent,2,1,0,"Administrative Agent, Swingline Lender, Lender"
1583,47,what company is the bookrunners but not the lead arrangers in the agreement,"ltd., the bank of tokyo mitsubishi ufj",2,1,0,Not found
1756,51,"who is the treasurer and vice president, finance of calpine corporation",zamir rauf,2,1,0,Zamir Rauf
1757,51,"who is the vice president of the company associated with 1585 broadway new york, ny 10036",cody gunsch,3,0,0,Cody Gunsch
1758,51,"who is the vice president, finance of the company associated with 717 texas avenue suite 1000 houston, tx 77002",zamir rauf,3,0,0,Zamir Rauf
1759,51,"who is the treasurer of the company associated with 717 texas avenue suite 1000 houston, tx 77002",zamir rauf,3,0,0,Zamir Rauf
1760,51,"who is the vp of the company associated with global trust services 350 california st., 11th floor san francisco, ca 94014",sonia flores,3,0,0,Sonia Flores
1761,51,who is the treasurer of the company which is the borrower in the agreement,zamir rauf,3,0,0,Zamir Rauf
1762,51,"who is the vice president, finance of the company which is the borrower in the agreement",zamir rauf,3,0,0,Zamir Rauf
1763,51,who is the vice president of the company which is the administrative agent in the agreement,cody gunsch,3,0,0,Cody Gunsch
1764,51,who is the vice president of the company which is the collateral agent in the agreement,cody gunsch,3,0,0,Sonia Flores
1765,51,who is the vice president of the company which is the lead arrangers in the agreement,cody gunsch,3,0,0,Not found
1766,51,who is the vice president of the company which is the bookrunners in the agreement,cody gunsch,3,0,0,Not found
1767,51,who is the vice president of the company which is the lender in the agreement,cody gunsch,3,0,0,Not found
1768,51,who is the vp of the company which is the administrative agent in the agreement,sonia flores,3,0,0,Cody Gunsch
1769,51,who is the vp of the company which is the collateral agent in the agreement,sonia flores,3,0,0,Sonia Flores
1780,45,"who is the chief financial officer of the company associated with 150 third avenue southnashville, tennessee 37201",harold r. carpenter,3,0,0,Harold R. Carpenter
1781,45,"who is the client services representative of the company associated with 5065 wooster road, cn oh l2cbcincinnati, ohio 45226 2326",cynthia m. olson,3,0,0,Cynthia M. Olson
1782,45,"who is the portfolio manager of the company associated with 5065 wooster road, cn oh l2cbcincinnati, ohio 45226 2326",eric niedbalski,3,0,0,Not found
1783,45,"who is the senior vice president of the company associated with 5065 wooster road, cn oh l2cbcincinnati, ohio 45226 2326",mark r. cousineau,3,0,0,Not found
