Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response,sum_values
0,17,"what is the location of exgen renewables holdings, llc","il 60603, 49th floorchicago, 10 south dearborn street",1,0,0,Not found,1
1,17,"what is the location of exgen renewables iv, llc","md 21231, 1310 point street, 12th floorbaltimore",1,0,0,"10 South Dearborn Street, 49th Floor, Chicago, IL 60603",1
2,17,"what is the location of exgen renewables iv holding, llc","il 60603, 49th floorchicago, 10 south dearborn street",1,0,0,Not found,1
3,17,"what is the location of exelon generation company, llc","dc 20068, 701 ninth street nw, 9th floorwashington",1,0,0,"10 South Dearborn Street, 49th Floor, Chicago, IL 60603",1
4,17,"what is the location of morgan stanley senior funding, inc.","md 21231, 1300 thames street, 4th floorthames street wharfbaltimore",1,0,0,Not found,1
5,17,what is the location of simpson thacher bartlett llp,"new york, 425 lexington avenue",1,0,0,"425 Lexington Avenue, New York, New York 10017",1
6,17,"what is the location of wilmington trust, national association",1100 north market streetwilmington delaware 19890,1,0,0,"1100 North Market Street, Wilmington, Delaware 19890",1
7,17,which company is associated with 1100 north market streetwilmington delaware 19890,"wilmington trust, national association",1,0,0,"Wilmington Trust, National Association",1
8,17,"which company is associated with 1300 thames street, 4th floorthames street wharfbaltimore, md 21231","inc., morgan stanley senior funding",1,0,0,Not found,1
9,17,"which company is associated with 1310 point street, 12th floorbaltimore, md 21231","llc, exgen renewables iv",1,0,0,Not found,1
10,17,"which company is associated with 425 lexington avenue, new york, new york 10017",simpson thacher bartlett llp,1,0,0,Simpson Thacher & Bartlett LLP,1
11,17,"which company is associated with 701 ninth street nw, 9th floorwashington, dc 20068","llc, exelon generation company",1,0,0,Not found,1
12,17,"what type of location is 10 south dearborn street, 49th floorchicago, il 60603",chief executive office,1,0,0,Chief Executive Office/Sole Place of Business/Principal Residence,1
13,17,"what is the role of exgen renewables iv, llc in the agreement",borrower,1,0,0,"ExGen Renewables IV, LLC",1
14,17,"what is the role of constellation dco albany power holdings, llc in the agreement",grantor,1,0,0,Not found,1
15,17,"what is the role of exgen renewables iv holding, llc in the agreement",holding,1,0,0,"ExGen Renewables IV Holding, LLC",1
16,17,"what is the role of exelon avsr holding, llc in the agreement",grantor,1,0,0,"Owner of Exelon AVSR, LLC",1
17,17,"what is the role of solgen holding, llc in the agreement",grantor,1,0,0,"Owner of SolGen, LLC",1
18,17,"what is the role of wilmington trust, national association in the agreement","national associationagent, collateralwilmington trust",1,0,0,"Collateral Agent, Depositary Bank",1
19,17,what company is the borrower in the agreement,"llc, exgen renewables iv",1,0,0,"ExGen Renewables IV, LLC",1
20,17,what company is the holding in the agreement,"llc, exgen renewables iv holding",1,0,0,"ExGen Renewables IV Holding, LLC",1
23,17,what company is the documentation agent in the agreement,"inc., morgan stanley senior funding",1,0,0,Not found,1
24,17,"what company is the syndication agent, in the agreement","inc., morgan stanley senior funding",1,0,0,Not found,1
25,17,what company is the collateral agent in the agreement,"wilmington trust, national association",1,0,0,"Wilmington Trust, National Association",1
26,17,what company is the depositary bank in the agreement,"wilmington trust, national association",1,0,0,"Wilmington Trust, National Association",1
27,17,what company is the pledgor in the agreement,"llc, exgen renewables iv",1,0,0,Pledgor,1
28,17,"what company is the collateralwilmington trust, national associationagent in the agreement","wilmington trust, national association",1,0,0,Not found,1
1292,60,what is the position of anthony galea,executive director,1,0,0,Executive Director,1
1293,60,what is the position of bernadette collins,senior vice president,1,0,0,Senior Vice President,1
1294,60,what is the position of caroline smith,assistant vice president,1,0,0,Assistant Vice President,1
1295,60,what is the position of eric h. williams,senior vice president,1,0,0,Senior Vice President,1
1296,60,what is the position of greg strauss,director,1,0,0,Director,1
1297,60,what is the position of harry yergey,managing director,1,0,0,Managing Director,1
1298,60,what is the position of jason rinne,director,1,0,0,Director,1
1299,60,what is the position of joshua dearmon,senior vice president,1,0,0,Senior Vice President,1
1300,60,what is the position of laura dodd,vice president,1,0,0,Vice President,1
1301,60,what is the position of lukas coleman,vice president,1,0,0,Vice President,1
1302,60,what is the position of michael maguire,managing director,1,0,0,Managing Director,1
1303,60,what is the position of michael s. barnett,senior vice president,1,0,0,Senior Vice President,1
1304,60,what is the position of oscar cortez,director,1,0,0,Director,1
1305,60,what is the position of patrick hartweger,managing director,1,0,0,Managing Director,1
1306,60,what is the position of stephanie herndon,assistant vice president,1,0,0,Assistant Vice President,1
1307,60,what is the position of susan m. olsen,vice president,1,0,0,Vice President,1
1308,60,what is the position of thor o connell,vice president,1,0,0,Vice President,1
1309,60,in what organization does anthony galea work,"n.a, jpmorgan chase bank",1,0,0,"JPMorgan Chase Bank, N.A.",1
1310,60,in what organization does bernadette collins work,"capital one, national association",1,0,0,"TD Bank, N.A.",1
1311,60,in what organization does caroline smith work,bank of the west,1,0,0,Bank of the West,1
1312,60,in what organization does eric h. williams work,"capital one, national association",1,0,0,"PNC Bank, National Association",1
1313,60,in what organization does greg strauss work,the bank of nova scotia,1,0,0,"Wells Fargo Bank, National Association",1
1314,60,in what organization does harry yergey work,bank of the west,1,0,0,Bank of the West,1
1315,60,in what organization does jason rinne work,the bank of nova scotia,1,0,0,The Bank of Nova Scotia,1
1316,60,in what organization does joshua dearmon work,"capital one, national association",1,0,0,"Capital One, National Association",1
1317,60,in what organization does laura dodd work,"city national bank, a national banking association",1,0,0,City National Bank,1
1318,60,in what organization does lukas coleman work,"city national bank, a national banking association",1,0,0,U.S. Bank National Association,1
1319,60,in what organization does marc h. crown work,"inc., leidos holdings",1,0,0,"Leidos Holdings, Inc.",1
1320,60,in what organization does michael maguire work,bank of the west,1,0,0,Sumitomo Mitsui Banking Corporation,1
1321,60,in what organization does michael s. barnett work,"capital one, national association",1,0,0,"Fifth Third Bank, National Association",1
1322,60,in what organization does oscar cortez work,the bank of nova scotia,1,0,0,"MUFG Bank, Ltd.",1
1323,60,in what organization does patrick hartweger work,bank of the west,1,0,0,Bank of Montreal,1
1324,60,in what organization does ryan durkin work,"ltd., mizuho bank",1,0,0,Goldman Sachs Bank USA,1
1325,60,in what organization does stephanie herndon work,regions bank,1,0,0,Regions Bank,1
1326,60,in what organization does susan m. olsen work,"city national bank, a national banking association",1,0,0,"Citibank, N.A.",1
1327,60,in what organization does thor o connell work,"city national bank, a national banking association",1,0,0,"Bank of America, N.A.",1
1328,60,in what organization does tracy rahn work,"ltd., mizuho bank",1,0,0,"Mizuho Bank, Ltd.",1
1329,60,"who is the representative of jpmorgan chase bank, n.a",anthony galea,1,0,0,Anthony Galea,1
1330,60,"who is the representative of leidos holdings, inc.",marc h. crown,1,0,0,Marc H. Crown,1
1331,60,who is the representative of regions bank,stephanie herndon,1,0,0,Stephanie Herndon,1
1334,60,"what is the role of leidos, inc. in the agreement",borrower,1,0,0,Borrower,1
1337,60,"what is the role of leidos holdings, inc. in the agreement",holdings,1,0,0,Holdings,1
1339,60,what company is the borrower in the agreement,"inc., leidos",1,0,0,"Leidos, Inc.",1
1340,60,what company is the holdings in the agreement,"inc., leidos holdings",1,0,0,"Leidos Holdings, Inc.",1
1637,66,what is the position of ben snodgrass,vice president,1,0,0,Not found,1
1638,66,what is the position of bret douglas,senior vice president,1,0,0,Not found,1
1639,66,what is the position of cecile segovia,director,1,0,0,Not found,1
