document_number,f1_score,edit_distance,cosine_similarity,llm_as_a_judge,num_questions
9,0.5887152777777778,0.3843965699114302,0.5783880026937057,3.4375,32
17,0.17538126361655773,0.6922071945612113,0.16673516316234174,1.9259259259259258,27
24,0.6968191122602887,0.2890650429016289,0.6779747927172926,3.676470588235294,34
25,0.7301587301587301,0.1442651098901099,0.7233828235567711,4.214285714285714,14
26,0.1345292454881496,0.7149414589794163,0.12025099296879437,1.4931506849315068,73
27,0.6818381618381617,0.43233407344862457,0.675622199224241,3.769230769230769,13
30,0.4991258741258741,0.4211189160144753,0.4966827439424361,3.3076923076923075,26
31,0.6160715683971497,0.448780575952202,0.5852580933684638,3.2093023255813953,43
43,0.06313131313131314,0.8216432550248866,0.05144942481265061,5.0,11
45,0.7836904761904762,0.23314965550742847,0.7796953997261888,4.0,20
47,0.351126331463968,0.5463315715271191,0.34128339980416095,2.7169811320754715,53
49,0.4158841158841159,0.3821962305882529,0.39423655169003763,3.4,35
51,0.6137566137566137,0.43403214361495235,0.6190476190476192,3.5714285714285716,21
52,0.2465811965811966,0.694710305484597,0.24198332788092122,1.8461538461538463,39
53,0.7344877344877344,0.42878446666219433,0.7117193749240247,3.6666666666666665,12
54,0.22756410256410256,0.7040840739478815,0.2157758808650135,2.0,14
55,0.2783625730994152,0.6061919529946147,0.27687135110822436,2.210526315789474,19
56,0.7380952380952381,0.22882095145253042,0.7410811929666937,3.9583333333333335,24
57,0.06295684940642923,0.8372373609313579,0.0657123951260921,1.5,56
58,0.3555555555555555,0.3314066776135742,0.34679953949986125,3.4,15
59,0.5696969696969697,0.3175670734494264,0.5599524857341212,3.6363636363636362,11
60,0.5761724386724386,0.43082809508652997,0.5532078123886456,2.977272727272727,44
61,0.5288888888888889,0.46969287811393073,0.5170954540757716,2.88,25
62,0.6105144855144855,0.45321805599052073,0.6306273000555885,3.7857142857142856,14
65,0.292063492063492,0.635647480862746,0.2762536230868698,2.0,28
66,0.0,0.8345838643118055,0.0,1.0,40
67,0.6743256743256744,0.32967821939586645,0.6895161237853306,3.84,25
68,0.2300810300810301,0.5647230786709699,0.2257925770967364,3.066666666666667,45
69,0.24372789681714166,0.7068385819947097,0.23584436135607384,2.1739130434782608,23
70,0.06536172161172162,0.8002952973967691,0.05317729692045336,1.5,56
71,0.9267399267399268,0.13476153326051904,0.9074471206996523,4.3076923076923075,13
72,0.6607323232323232,0.3896916138703556,0.6409590229513251,3.6666666666666665,24
73,0.14195075757575756,0.7615481211776137,0.12139410820039359,1.5,48
74,0.20884520884520882,0.7012399130895086,0.20487386445071812,1.8108108108108107,37
75,0.4841269841269841,0.4732844497298706,0.47516828116383514,2.8333333333333335,18
76,0.8311688311688311,0.20702479338842975,0.8020376463759308,4.363636363636363,11
77,0.534035409035409,0.4794424639637405,0.49540387122933377,2.7083333333333335,24
78,0.9239495798319328,0.2093136273732204,0.9086512950518454,4.75,16
79,0.09115312791783381,0.7947099370695,0.08741748553609577,1.3823529411764706,68
80,0.5925661375661375,0.37338424565605094,0.5664409501442701,3.1,30
81,0.8101851851851852,0.2523297491039427,0.7928492243325407,4.111111111111111,9
82,0.5043345543345543,0.47200973183950723,0.4899825708642369,3.0256410256410255,39
83,0.3584217571505707,0.5747788367139267,0.3409317469221185,2.406779661016949,118
84,0.006172839506172839,0.8509253655485203,0.004691090883839605,1.0493827160493827,81
85,0.316286940220403,0.7238690881394566,0.27041857245664264,2.864406779661017,59
86,0.5578947368421052,0.38409015960955023,0.5384425583536211,3.3157894736842106,19
87,0.519345238095238,0.43864511713776416,0.5087500825825885,3.0416666666666665,24
88,0.7428571428571429,0.3203030951511039,0.7329543591423547,3.9,20
89,0.657905586477015,0.47248087627750734,0.6311721655648203,3.4761904761904763,21
90,0.0794238683127572,0.791339398411442,0.08517627314955266,1.4444444444444444,54
91,0.7142857142857143,0.2205292076344708,0.7142857142857144,3.857142857142857,14
92,0.5152070152070152,0.5974617987010554,0.4659547388740901,3.2333333333333334,30
93,0.49480519480519475,0.4043903318903319,0.4786031623684928,3.7,20
94,0.0,0.8306969855946839,0.0,1.0,26
95,0.15718822900765447,0.7260987269534727,0.146328803778095,1.5813953488372092,43
96,0.6535449735449735,0.22162172937928948,0.636393813357855,3.933333333333333,45
97,0.8336134453781512,0.2332579185520362,0.8271461060174843,4.352941176470588,17
98,0.5761904761904761,0.42349048449617704,0.5343591741453488,3.3333333333333335,15
99,0.08066971080669712,0.7855552615993155,0.08219178082191782,1.36986301369863,73
100,0.3326350398315355,0.6314684513245646,0.311368320450305,2.1702127659574466,47
101,0.98989898989899,0.0629665071770335,1.0000000000000002,4.909090909090909,11
102,0.5070294078391244,0.5090187327239977,0.48864737597631236,3.1153846153846154,26
103,0.22804102804102805,0.7356574200277867,0.27509834526391025,3.189189189189189,37
104,0.33833671399594323,0.594931275055978,0.32328406191454734,2.4482758620689653,58
105,0.8433922996878251,0.477384675164534,0.818381708596812,4.709677419354839,31
106,0.331060101514647,0.666665062566529,0.330761556859225,2.4,55
107,0.25057317850840116,0.6503233137028187,0.24905537039589842,2.059171597633136,169
108,0.24264550264550266,0.7022096731768213,0.23736957804445152,1.8888888888888888,45
109,0.5699248120300752,0.4385063430031202,0.5363891381837815,3.0526315789473686,19
110,0.4881206264184988,0.4742629219884774,0.463122849768199,2.8085106382978724,47
111,0.7151211361737677,0.2397898433943315,0.7090064713373626,3.8947368421052633,38
112,0.7474747474747474,0.3581484376938922,0.7417629100797174,3.6818181818181817,22
113,0.531350114416476,0.3271646932087701,0.5084893207677172,3.9473684210526314,19
114,0.7190228174603175,0.2020544979246488,0.6896886704448141,4.375,16
115,0.35294117647058826,0.5855179028132992,0.3529411764705883,2.2941176470588234,17
116,0.8529411764705882,0.14264282430372396,0.8499668480308227,4.470588235294118,17
117,0.8401234567901235,0.17800304761089075,0.8067366979943557,4.111111111111111,18
118,0.4070446102360996,0.5577309095228269,0.3939183870783755,2.425531914893617,47
119,0.7909090909090909,0.23760007242721712,0.8104003597191756,4.454545454545454,11
120,0.03508771929824561,0.8264317549138398,0.03508771929824562,1.1403508771929824,57
121,0.6361363504220647,0.38815728120729526,0.5987813848915288,3.142857142857143,63
122,0.42651574290918554,0.5653416369858232,0.3860606613175798,2.2459016393442623,61
123,0.23443223443223443,0.6607847819269258,0.22264370391693505,1.8717948717948718,39
124,0.6858843537414966,0.29181504132059866,0.6908226927402881,3.5357142857142856,28
125,0.7290865384615385,0.2780360066390791,0.6973619065541672,4.0625,16
126,0.3589140099666415,0.6380483913113885,0.32538871002817815,3.1,60
127,0.5356227106227106,0.452586955528132,0.5164299189569916,2.923076923076923,26
128,0.8163144045496987,0.2733263067749524,0.7990832385134319,3.9545454545454546,22
129,0.6935606060606061,0.365817244349853,0.6813076391573495,3.625,16
130,0.14816958834815977,0.7693709930686209,0.15809344617892443,1.8928571428571428,56
131,0.8074999999999999,0.3450029311608259,0.7929822569037942,4.4,20
132,0.30008210180623973,0.6848298127956374,0.28498024449578724,2.689655172413793,29
133,0.5,0.5278514635519279,0.5000000000000001,3.0625,16
134,0.0,0.7947611830570235,0.0,1.0,18
135,0.3050847457627119,0.5711500886291032,0.30508474576271194,2.2542372881355934,59
136,0.3290309328352806,0.8049848261642044,0.3228833786466038,3.5,14
137,0.4477272727272727,0.5505362011123375,0.47614943166791235,4.583333333333333,120
138,0.7333333333333333,0.18130747126436783,0.6809493609269925,3.3333333333333335,15
139,0.36287805165356185,0.5802065945562926,0.35265440313347124,2.306122448979592,49
140,0.3112244897959184,0.5916679517656865,0.2940578987572449,2.0,28
141,0.8020833333333334,0.19106648725901598,0.7976826481365579,4.125,24
142,0.2511500547645126,0.6227164561722894,0.2441359553296087,1.9518072289156627,83
143,0.4442680776014109,0.5149724107912493,0.4316759389320451,2.746031746031746,63
144,0.6310405643738977,0.26106540883966534,0.6020028354002663,3.814814814814815,27
145,0.2424636150444895,0.7430431296414701,0.25240502062712533,3.663265306122449,98
146,0.696969696969697,0.23489439853076216,0.6890671519579697,3.8181818181818183,11
147,0.22595238095238096,0.640239519473092,0.21539965345321427,1.85,40
148,0.3338399523182132,0.6114927704383258,0.32039965149684085,2.6956521739130435,46
149,0.5648148148148148,0.4793235812843656,0.5611348216661877,3.2962962962962963,27
150,0.8852762923351158,0.2682958217616298,0.8796757688162035,4.56,25
151,0.08071095571095571,0.8140094687963649,0.07384572584247538,1.2666666666666666,60
152,0.6511891030922172,0.4062709013338582,0.6275460476779602,3.4705882352941178,17
153,0.7821428571428571,0.28144341468644873,0.7660261956740119,3.892857142857143,28
154,0.3932980599647266,0.6039501706102999,0.3840439373285334,2.388888888888889,18
155,0.0,0.8288654620412823,0.0,1.0,36
156,0.6125684289082982,0.4284961551130134,0.5967779881185943,3.314814814814815,54
157,0.8354978354978355,0.2574601644597606,0.8405823034731214,4.424242424242424,33
158,0.32857142857142857,0.40785024154589367,0.3077257776309528,3.2,10
159,0.8576923076923078,0.2590080971659919,0.8489962525095461,4.3076923076923075,13
160,0.4833333333333333,0.46507446475093533,0.4789869335768834,2.9,20
161,0.0,0.8165434782608696,0.0,1.0,25
162,0.23529411764705882,0.6516931597813951,0.23529411764705882,1.911764705882353,34
163,0.8333333333333334,0.2841360028860029,0.8333333333333335,4.0,12
164,0.6516666666666667,0.3303748597624567,0.6289885989458852,3.433333333333333,30
165,0.5011246000376436,0.539879675861008,0.4692467122332097,2.8043478260869565,46
166,0.050211640211640214,0.8439452273801588,0.04606758975784216,1.2222222222222223,90
167,0.6857142857142857,0.20952380952380953,0.6776514530474517,4.1,10
168,0.7895676219205631,0.3681387938302832,0.7802347898129145,4.235294117647059,17
169,0.3640823822642004,0.5306668833805877,0.355693049432298,2.696969696969697,33
170,0.5161290322580645,0.42972096505736473,0.5161290322580646,3.032258064516129,31
