document_number,f1_score,edit_distance,cosine_similarity,llm_as_a_judge,num_questions
47,0.3333333333333333,0.5677655677655677,0.3333333333333334,2.3333333333333335,3
60,0.112431875340089,0.8299198619787643,0.0684535661893634,1.4225352112676057,71
61,0.2,0.709047619047619,0.20000000000000004,1.8,5
83,0.11538461538461538,0.764787296037296,0.10555847132178434,1.75,8
84,0.0,0.9512820512820512,0.0,1.0,5
107,0.0,0.9026488095238095,0.0,1.0,6
121,0.06666666666666667,0.8228674962808089,0.05797386715376658,1.3,10
135,0.0,0.7850966775599129,0.0,1.0,12
139,0.3,0.608998599439776,0.26721938545525153,1.8,5
145,0.8,0.31538461538461543,0.7478432029225995,3.4,5
153,0.0,0.7894736842105263,0.0,1.0,1
166,0.0,0.8655994687573635,0.0,1.0,15
