document_number,f1_score,edit_distance,cosine_similarity,llm_as_a_judge,num_questions
9,0.7984375,0.20889308060360692,0.7871805546612475,4.125,32
17,0.13827160493827162,0.7472399589806465,0.13317523756978475,1.4814814814814814,27
25,0.7301587301587301,0.13632860195360194,0.7233828235567711,4.214285714285714,14
43,0.18181818181818182,0.08181818181818182,0.18181818181818182,4.181818181818182,11
45,0.8698051948051948,0.18790038627712877,0.8649333611226078,4.7,20
47,0.49616044333025466,0.47402074703861136,0.48479420978442916,3.0943396226415096,53
51,0.7566137566137566,0.3304651493159523,0.7619047619047621,4.142857142857143,21
60,0.7410714285714285,0.2814456586824915,0.7238215811463251,3.659090909090909,44
65,0.07061688311688312,0.7991795388506417,0.06834826223226208,1.25,28
66,0.03214285714285714,0.8390694243697066,0.03258040161125966,1.075,40
