document_number,f1_score,edit_distance,cosine_similarity,llm_as_a_judge,num_questions
9,0.7667410714285714,0.24200654601923968,0.7598487396396095,4.0,32
17,0.4592430082626161,0.5471033119388307,0.4495014642366371,2.962962962962963,27
25,0.5873015873015872,0.27515208006279435,0.5805256806996281,3.7142857142857144,14
43,0.18181818181818182,0.08181818181818182,0.18181818181818182,4.181818181818182,11
45,0.9404095904095904,0.12218385780885781,0.9438373091684029,5.0,20
47,0.5385030064275348,0.4352475223937488,0.5297141054708643,3.1132075471698113,53
51,0.8695389266817838,0.27836194758869043,0.8810632751536035,4.571428571428571,21
60,0.7966269841269842,0.23087820749568683,0.7758966410087957,3.8181818181818183,44
65,0.22792207792207791,0.6657022205265293,0.22400572444243716,1.9642857142857142,28
66,0.4285485347985348,0.5427500644822751,0.41511658505401555,2.525,40
