document_number,f1_score,edit_distance,cosine_similarity,llm_as_a_judge,num_questions
9,0.5936559472273758,0.3665400734856563,0.5716916304556026,3.4285714285714284,42
17,0.823529411764706,0.9038461538461539,0.7060777744337089,5.0,2
25,0.6133333333333333,0.4454510259388308,0.6429094937430359,3.2,5
45,0.9090909090909091,0.07045454545454545,0.9090909090909093,4.636363636363637,22
47,0.4355212355212355,0.5138700869881033,0.4054122302992281,3.4864864864864864,37
51,0.8589743589743589,0.16538975730152203,0.8396796614472251,4.3076923076923075,13
57,0.0,1.0,0.0,1.0,21
60,0.34374826557657356,0.6823952595232297,0.2745085020458294,2.147727272727273,88
61,0.4444444444444444,0.4938271604938272,0.44444444444444453,2.7777777777777777,9
65,0.2732646834477498,0.7765752565222428,0.22427931880497098,1.5434782608695652,46
66,0.15867992766726946,0.7385458046719058,0.16004747793281726,1.6455696202531647,79
82,0.48571428571428577,0.5816326530612245,0.4685528813637211,1.5714285714285714,7
84,0.4000000000000001,0.8571428571428571,0.4494364165239821,1.0,3
91,0.8297435897435896,0.2680684248039914,0.7695210057887337,5.0,5
106,0.6666666666666666,0.24206349206349206,0.6666666666666666,3.6666666666666665,6
121,0.5,0.46153846153846156,0.5,2.75,4
135,0.3761904761904762,0.5952380952380952,0.3052748783995261,2.6666666666666665,6
137,0.0,0.8086437952291611,0.0,2.2,5
139,0.6,0.33714285714285713,0.6000000000000002,3.4,5
140,0.38095238095238093,0.6035789473684211,0.3862715236400553,2.6666666666666665,6
142,0.281025641025641,0.6973917502503568,0.2919847830815382,2.1,20
148,0.19707429322813935,0.8589213817956257,0.19708417866838837,1.7692307692307692,13
151,0.0,0.8314924085576259,0.0,1.0,5
153,0.3798201798201798,0.6859092911763562,0.3966730767697468,2.5384615384615383,13
156,0.4423076923076923,0.7116637988969517,0.402779517403665,2.625,8
160,0.6646825396825397,0.6061852838255843,0.6103888188663316,4.0,6
161,0.7058823529411764,0.7142857142857143,0.7366663657547095,3.0,1
162,0.0,0.8452380952380952,0.0,1.0,2
164,0.714574898785425,0.6092228464419476,0.6823034583122063,3.4,5
165,0.8447415329768271,0.2345526813017428,0.8346349148632847,4.6,10
166,0.0,0.9380981408107284,0.0,1.0,2
169,0.6500000000000001,0.6776757329565525,0.6171582269074053,3.0,2
170,1.0,0.0,1.0000000000000002,5.0,1
