document_number,f1_score,edit_distance,cosine_similarity,llm_as_a_judge,num_questions
9,0.3891774891774891,0.5785775213144186,0.3781330236728218,2.5238095238095237,42
17,0.411764705882353,0.8930995475113122,0.35303888721685445,3.0,2
25,0.6133333333333333,0.4454510259388308,0.6429094937430359,3.0,5
45,0.7272727272727273,0.23633069828722003,0.7272727272727274,3.909090909090909,22
47,0.44839124839124844,0.5374080367866378,0.4342622397269075,3.1621621621621623,37
51,0.5384615384615384,0.4170100324512089,0.5230789863153459,2.8461538461538463,13
57,0.4,0.6538461538461539,0.4494364165239822,3.0,21
60,0.10663663518909085,0.765359566224442,0.10216729381902426,1.3863636363636365,88
61,0.48888888888888893,0.45417134306023194,0.486664262399001,3.0,9
65,0.15758805129912484,0.80728441924217,0.1308582517715701,1.2173913043478262,46
66,0.012658227848101266,0.8562327624034921,0.012658227848101269,1.1012658227848102,79
82,0.48571428571428577,0.5816326530612245,0.4685528813637211,1.5714285714285714,7
84,0.4000000000000001,0.8571428571428571,0.4494364165239821,1.0,3
91,0.8222222222222222,0.27240948813982524,0.7769768415023048,5.0,5
106,0.3111111111111111,0.668888888888889,0.34293441936303665,2.6666666666666665,6
121,0.29166666666666663,0.6927884615384616,0.3222589845359849,1.75,4
135,0.2333333333333333,0.5776334776334776,0.21009261184271044,2.0,6
137,0.08888888888888888,0.8001689367543026,0.06377654549861769,1.2,5
139,0.0,0.8614285714285714,0.0,1.0,5
140,0.7833333333333333,0.18974449546685504,0.8321455937888462,4.166666666666667,6
142,0.175,0.7775577795316224,0.1479858516564337,1.6,20
148,0.075619295958279,0.909862154694812,0.06889945026982588,1.3076923076923077,13
151,0.0,0.8441908212560387,0.0,1.0,5
153,0.34573823612285154,0.7379961793011727,0.37841577451632397,2.0,13
156,0.41323529411764703,0.6287528856709286,0.3627740142361242,2.25,8
160,0.20604395604395606,0.6661838978015449,0.6136710518664577,3.1666666666666665,6
161,0.5714285714285715,0.7333333333333333,0.33598136377577914,3.0,1
162,0.5,0.35714285714285715,0.5000000000000001,3.0,2
164,0.4509157509157509,0.7066335101679929,0.5480408733533368,3.2,5
165,0.8706168831168831,0.20329370392713683,0.8521208075503239,4.6,10
166,0.0,0.9380981408107284,0.0,1.0,2
169,0.36829268292682926,0.7681870301949293,0.43064910470112805,2.5,2
170,1.0,0.0,1.0000000000000002,5.0,1
