document_number,f1_score,edit_distance,cosine_similarity,llm_as_a_judge,num_questions
1,0.0,0.8030093553329837,0.0,1.0,22
2,0.0196078431372549,0.892204817064152,0.0196078431372549,1.0784313725490196,51
3,0.35158730158730156,0.5701065094381561,0.3440190175035765,2.4166666666666665,36
4,0.36606449106449107,0.5365883358672856,0.33528698087491426,2.576923076923077,26
5,0.1758454106280193,0.6885115873731766,0.1695483442978684,1.7391304347826086,23
6,0.4166666666666667,0.5047453703703704,0.41666666666666674,2.6666666666666665,12
7,0.1717171717171717,0.8173186259809067,0.17810831289311746,1.7777777777777777,18
8,0.2222222222222222,0.5873015873015873,0.2222222222222222,2.2222222222222223,9
9,0.1504693998811646,0.7404902601678517,0.1428590257404376,1.6352941176470588,85
10,0.2755255255255255,0.6311208901915192,0.2716318476407882,2.1621621621621623,37
11,0.031392931392931395,0.7905106629309623,0.024318203835159365,1.1891891891891893,37
12,0.0932183081715792,0.7977485753991433,0.09102130659199181,1.3644859813084111,107
13,0.1111111111111111,0.804601571268238,0.1111111111111111,1.4444444444444444,9
14,0.09090909090909091,0.7910446189218567,0.09090909090909091,1.3636363636363635,11
15,0.0625,0.8625992063492064,0.0625,1.25,16
16,0.21818181818181817,0.6473235024037163,0.21405896666392155,1.8636363636363635,22
17,0.4348199604013558,0.7026296679772774,0.38986042662442627,3.3636363636363638,11
18,0.33246753246753247,0.5933136078600005,0.33216426027387147,2.484848484848485,33
19,0.27311712677566335,0.6337671872598344,0.2705316938081805,2.097560975609756,41
20,0.125,0.8828347578347578,0.12500000000000003,1.5,8
21,0.1036036036036036,0.8354169268333358,0.10105989228683777,1.2432432432432432,37
22,0.331163708086785,0.5749077061092566,0.3152225092657352,2.3076923076923075,39
23,0.18639035861258083,0.7654636459745968,0.19557865300816227,1.9259259259259258,54
24,0.0,0.8772599382109147,0.0,1.0,58
25,0.42105263157894735,0.4714876622450435,0.4183032568575674,3.0526315789473686,19
26,0.18347969490826632,0.7602101995273155,0.17909878051307557,1.8,105
27,0.07407407407407407,0.8520091987412249,0.07407407407407407,1.2962962962962963,27
